uid,site,plot,year,season,location,management,dip_point,total,pipiens,maculipennis,claviger,annulata,morsitans,cantans,caspius,rhyne_dry,rhyne_cleared,exposure,landcover,width,depth,shaded,turbidity,salinity,water_temp,dissolved_oxygen,ph,cover_carex,cover_celery_leaved_buttercup,cover_duckweed,cover_frog_bit,cover_grass,cover_ivy_leaved_duckweed,cover_juncus,cover_marsh_bedstraw,cover_typha,cover_water_parsnip
135,86,3,2009,2,Southlake Moor,Tier3,5,9,4,0,0,5,0,0,0,0,0,4,pasture,2.5,NA,0.5,0.329,0.25,17.91,134.1,6.45,0.05,0,0,0.2,0,0.1,0,0,0,0
136,86,3,2009,2,Southlake Moor,Tier3,6,20,14,0,0,6,0,0,0,0,0,4,pasture,2.5,NA,0.5,NA,NA,NA,NA,NA,0.1,0,0,0.2,0.025555555,0.1,0.05,0,0,0
137,86,4,2009,2,Southlake Moor,Tier3,1,17,0,0,8,9,0,0,0,0,0,2,pasture,3.1,20,0.8,0.414,0.31,15.91,150.4,5.65,0.4,0,0,0,0,0,0,0,0,0
138,86,4,2009,2,Southlake Moor,Tier3,2,14,0,0,4,10,0,0,0,0,0,4,pasture,3.1,25,0.8,NA,NA,NA,NA,NA,0.4,0,0,0,0,0,0,0,0,0
139,86,4,2009,2,Southlake Moor,Tier3,3,7,0,0,1,6,0,0,0,0,0,4,pasture,3.1,15,0.8,0.422,0.32,17.72,135.7,5.97,0.4,0,0,0,0,0,0,0,0,0
140,86,4,2009,2,Southlake Moor,Tier3,4,19,3,0,3,13,0,0,0,0,0,4,pasture,3.1,50,0.8,NA,NA,NA,NA,NA,0.1,0,0.2,0.2,0,0,0,0,0.1,0
141,86,4,2009,2,Southlake Moor,Tier3,5,3,0,0,0,3,0,0,0,0,0,4,pasture,3.1,20,0.8,0.4181,0.29,17.73,135.5,6.37,0.2,0,0,0.1,0,0,0,0,0.15,0
142,86,4,2009,2,Southlake Moor,Tier3,6,13,0,0,1,12,0,0,0,0,0,4,pasture,3.1,25,0.8,NA,NA,NA,NA,NA,0.2,0,0.05,0.1,0,0,0,0,0,0
143,87,1,2009,2,East & West Waste,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.3,NA,0.2,NA,NA,26,NA,6.5,0,0,1,0,0,0,0,0,0,0
144,87,1,2009,2,East & West Waste,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.3,NA,0.2,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
145,87,1,2009,2,East & West Waste,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.3,NA,0.2,NA,NA,25,NA,6.5,0,0,1,0,0,0,0,0,0,0
146,87,1,2009,2,East & West Waste,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.3,NA,0.2,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
147,87,1,2009,2,East & West Waste,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.3,NA,0.2,NA,NA,25,NA,6.5,0,0,1,0,0,0,0,0,0,0
148,87,1,2009,2,East & West Waste,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.3,NA,0.2,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
149,87,2,2009,2,East & West Waste,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,NA,0.25,NA,NA,24,NA,5.5,0,0,0.95,0.05,0,0,0,0,0,0
150,87,2,2009,2,East & West Waste,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,NA,0.25,NA,NA,NA,NA,NA,0,0,0.95,0.05,0,0,0,0,0,0
151,87,2,2009,2,East & West Waste,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,NA,0.25,NA,NA,23,NA,6,0,0,0.85,0.1,0,0,0,0,0,0.05
152,87,2,2009,2,East & West Waste,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,NA,0.25,NA,NA,NA,NA,NA,0,0,0.95,0.05,0,0,0,0,0,0
153,87,2,2009,2,East & West Waste,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,NA,0.25,NA,NA,23,NA,6,0,0,0.95,0.05,0,0,0,0,0,0
154,87,2,2009,2,East & West Waste,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,NA,0.25,NA,NA,NA,NA,NA,0,0,0.95,0.05,0,0,0,0,0,0
155,87,3,2009,2,East & West Waste,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,NA,0.2,NA,NA,23,NA,6,0,0,0.6,0.4,0,0,0,0,0,0
156,87,3,2009,2,East & West Waste,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,NA,0.2,NA,NA,NA,NA,NA,0.05,0,0.55,0.4,0,0,0,0,0,0
157,87,3,2009,2,East & West Waste,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,NA,0.2,NA,NA,24,NA,6,0.05,0,0.9,0.05,0,0,0,0,0,0
158,87,3,2009,2,East & West Waste,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,NA,0.2,NA,NA,NA,NA,NA,0,0,0.9,0.1,0,0,0,0,0,0
159,87,3,2009,2,East & West Waste,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,NA,0.2,NA,NA,22,NA,6,0,0,0.8,0.2,0,0,0,0,0,0
160,87,3,2009,2,East & West Waste,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,NA,0.2,NA,NA,NA,NA,NA,0,0,0.7,0.3,0,0,0,0,0,0
161,87,4,2009,2,East & West Waste,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,NA,0.1,NA,NA,23,NA,6,0,0,0.95,0.05,0,0,0,0,0,0
162,87,4,2009,2,East & West Waste,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,NA,0.1,NA,NA,NA,NA,NA,0,0,0.95,0.05,0,0,0,0,0,0
163,87,4,2009,2,East & West Waste,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,NA,0.1,NA,NA,23,NA,6.5,0,0,0.95,0.05,0,0,0,0,0,0
164,87,4,2009,2,East & West Waste,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,NA,0.1,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
165,87,4,2009,2,East & West Waste,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,NA,0.1,NA,NA,23,NA,6,0,0,1,0,0,0,0,0,0,0
166,87,4,2009,2,East & West Waste,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,NA,0.1,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
167,88,1,2009,2,Cheddar Moor Drove,Tier1,1,7,3,0,0,4,0,0,0,0,0,2,rough pasture,2,NA,0.8,NA,NA,19,NA,6,0.95,0,0,0,0,0,0,0,0,0
168,88,1,2009,2,Cheddar Moor Drove,Tier1,2,13,3,0,0,5,0,0,0,0,0,4,rough pasture,2,NA,0.5,NA,NA,18,NA,6,0.95,0,0,0,0,0,0,0,0,0
169,88,1,2009,2,Cheddar Moor Drove,Tier1,3,1,1,0,0,0,0,0,0,0,0,4,rough pasture,2,NA,0.5,NA,NA,18.5,NA,5.5,0.95,0,0,0,0,0,0,0,0,0
170,88,1,2009,2,Cheddar Moor Drove,Tier1,4,25,3,0,0,22,0,0,0,0,0,4,rough pasture,2,NA,0.5,NA,NA,18,NA,6,0.95,0,0,0,0,0,0,0,0,0
171,88,1,2009,2,Cheddar Moor Drove,Tier1,5,2,0,0,0,0,0,0,0,0,0,4,rough pasture,2,NA,0.5,NA,NA,18.5,NA,5.5,0.95,0,0,0,0,0,0,0,0,0
172,88,1,2009,2,Cheddar Moor Drove,Tier1,6,3,0,0,0,3,0,0,0,0,0,4,rough pasture,2,NA,0.5,NA,NA,18.5,NA,6,0.95,0,0,0,0,0,0,0,0,0
173,88,2,2009,2,Cheddar Moor Drove,Tier1,1,0,0,0,0,0,0,0,0,0,0,3,pasture,1.6,NA,0.7,NA,NA,21,NA,6.5,0.1,0,0.1,0.05,0,0,0,0,0,0
174,88,2,2009,2,Cheddar Moor Drove,Tier1,2,0,0,0,0,0,0,0,0,0,0,3,pasture,1.6,NA,0.7,NA,NA,NA,NA,NA,0.1,0,0.1,0.05,0,0,0,0,0,0
175,88,2,2009,2,Cheddar Moor Drove,Tier1,3,0,0,0,0,0,0,0,0,0,0,3,pasture,1.6,NA,0.7,NA,NA,20.5,NA,6.5,0.1,0,0,0.05,0,0,0,0,0,0
176,88,2,2009,2,Cheddar Moor Drove,Tier1,4,0,0,0,0,0,0,0,0,0,0,4,pasture,1.6,NA,0.5,NA,NA,NA,NA,NA,0.1,0,0.1,0.05,0,0,0,0,0,0
177,88,2,2009,2,Cheddar Moor Drove,Tier1,5,0,0,0,0,0,0,0,0,0,0,4,pasture,1.6,NA,0.5,NA,NA,NA,NA,NA,0.1,0,0.1,0.05,0,0,0,0,0,0
178,88,2,2009,2,Cheddar Moor Drove,Tier1,6,0,0,0,0,0,0,0,0,0,0,4,pasture,1.6,NA,0.5,NA,NA,NA,NA,NA,0.1,0,0,0.05,0,0,0,0,0,0
179,88,3,2009,2,Cheddar Moor Drove,Tier1,1,0,0,0,0,0,0,0,0,0,0,1,pasture,7,NA,0.05,NA,NA,26,NA,8.5,0,0,0.1,0,0,0,0,0,0,0
180,88,3,2009,2,Cheddar Moor Drove,Tier1,2,0,0,0,0,0,0,0,0,0,0,1,pasture,7,NA,0.05,NA,NA,NA,NA,NA,0,0,0.1,0,0,0,0,0,0,0
181,88,3,2009,2,Cheddar Moor Drove,Tier1,3,0,0,0,0,0,0,0,0,0,0,1,pasture,7,NA,0.05,NA,NA,25.5,NA,8.5,0,0,0.1,0,0,0,0,0,0,0
182,88,3,2009,2,Cheddar Moor Drove,Tier1,4,0,0,0,0,0,0,0,0,0,0,1,pasture,7,NA,0.05,NA,NA,NA,NA,NA,0,0,0.1,0,0,0,0,0,0,0
183,88,3,2009,2,Cheddar Moor Drove,Tier1,5,0,0,0,0,0,0,0,0,0,0,1,pasture,7,NA,0.05,NA,NA,25.5,NA,9,0,0,0.1,0,0,0,0,0,0,0
184,88,3,2009,2,Cheddar Moor Drove,Tier1,6,0,0,0,0,0,0,0,0,0,0,1,pasture,7,NA,0.05,NA,NA,NA,NA,NA,0,0,0.1,0,0,0,0,0,0,0
185,88,4,2009,2,Cheddar Moor Drove,Tier1,1,0,0,0,0,0,0,0,0,0,0,4,pasture,1.8,NA,1,NA,NA,20.5,NA,7,0,0,0,0,0,0,0,0,0,0
186,88,4,2009,2,Cheddar Moor Drove,Tier1,2,0,0,0,0,0,0,0,0,0,0,4,pasture,1.8,NA,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
187,88,4,2009,2,Cheddar Moor Drove,Tier1,3,0,0,0,0,0,0,0,0,0,0,4,pasture,1.8,NA,1,NA,NA,21,NA,6.5,0,0,0,0,0,0,0,0,0,0
188,88,4,2009,2,Cheddar Moor Drove,Tier1,4,0,0,0,0,0,0,0,0,0,0,4,pasture,1.8,NA,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
189,88,4,2009,2,Cheddar Moor Drove,Tier1,5,0,0,0,0,0,0,0,0,0,0,4,pasture,1.8,NA,1,NA,NA,20,NA,6.5,0,0,0,0,0,0,0,0,0,0
190,88,4,2009,2,Cheddar Moor Drove,Tier1,6,0,0,0,0,0,0,0,0,0,0,4,pasture,1.8,NA,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
191,89,1,2009,2,Tadham Moor,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4,NA,0.25,NA,NA,25,NA,6,0,0,1,0,0,0,0,0,0,0
192,89,1,2009,2,Tadham Moor,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4,NA,0.25,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
193,89,1,2009,2,Tadham Moor,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4,NA,0.25,NA,NA,24,NA,6,0,0,1,0,0,0,0,0,0,0
194,89,1,2009,2,Tadham Moor,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4,NA,0.25,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
195,89,1,2009,2,Tadham Moor,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4,NA,0.25,NA,NA,24,NA,6,0,0,1,0,0,0,0,0,0,0
196,89,1,2009,2,Tadham Moor,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4,NA,0.25,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
197,89,2,2009,2,Tadham Moor,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4,NA,0.2,NA,NA,26,NA,6.5,0,0,0.95,0.05,0,0,0,0,0,0
198,89,2,2009,2,Tadham Moor,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4,NA,0.2,NA,NA,NA,NA,NA,0,0,0.95,0.05,0,0,0,0,0,0
199,89,2,2009,2,Tadham Moor,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4,NA,0.2,NA,NA,26,NA,6.5,0,0,0.95,0.05,0,0,0,0,0,0
200,89,2,2009,2,Tadham Moor,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4,NA,0.2,NA,NA,NA,NA,NA,0,0,0.95,0.05,0,0,0,0,0,0
201,89,2,2009,2,Tadham Moor,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4,NA,0.2,NA,NA,25,NA,6.5,0,0,0.95,0.05,0,0,0,0,0,0
202,89,2,2009,2,Tadham Moor,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4,NA,0.2,NA,NA,NA,NA,NA,0,0,0.95,0.05,0,0,0,0,0,0
203,89,3,2009,2,Tadham Moor,Tier3,1,0,0,0,0,0,0,0,0,0,0,4,rough pasture,2,NA,0.8,NA,NA,22,NA,6,0.5,0,0,0,0.1,0,0,0,0.05,0
204,89,3,2009,2,Tadham Moor,Tier3,2,0,0,0,0,0,0,0,0,0,0,4,rough pasture,2,NA,0.8,NA,NA,NA,NA,NA,0.6,0,0,0,0.1,0,0,0,0.05,0
205,89,3,2009,2,Tadham Moor,Tier3,3,0,0,0,0,0,0,0,0,0,0,4,rough pasture,2,NA,0.8,NA,NA,21,NA,5.5,0.2,0,0,0,0.05,0,0,0,0.05,0
206,89,3,2009,2,Tadham Moor,Tier3,4,1,0,0,0,1,0,0,0,0,0,4,rough pasture,2,NA,0.8,NA,NA,NA,NA,NA,0.2,0,0,0,0.05,0,0.05,0,0.05,0
207,89,3,2009,2,Tadham Moor,Tier3,5,0,0,0,0,0,0,0,0,0,0,4,rough pasture,2,NA,0.8,NA,NA,21,NA,5.5,0.2,0,0,0,0.15,0,0,0,0.05,0
208,89,3,2009,2,Tadham Moor,Tier3,6,0,0,0,0,0,0,0,0,0,0,4,rough pasture,2,NA,0.8,NA,NA,NA,NA,NA,0.2,0,0,0,0.1,0,0,0,0.05,0
209,89,4,2009,2,Tadham Moor,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.8,NA,0.6,NA,NA,24,NA,6,0.2,0,0,0,0,0,0.2,0,0,0.1
210,89,4,2009,2,Tadham Moor,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.8,NA,0.6,NA,NA,NA,NA,NA,0.2,0,0,0,0,0,0,0,0,0.2
211,89,4,2009,2,Tadham Moor,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.8,NA,0.6,NA,NA,23.5,NA,6,0.2,0,0,0,0,0,0,0,0,0.1
212,89,4,2009,2,Tadham Moor,Tier3,4,1,0,0,1,0,0,0,0,0,0,1,rough pasture,2.8,NA,0.6,NA,NA,NA,NA,NA,0.2,0,0,0,0,0,0.05,0,0,0.2
213,89,4,2009,2,Tadham Moor,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.8,NA,0.6,NA,NA,23.5,NA,6,0.3,0,0,0,0,0,0.05,0,0,0.05
214,89,4,2009,2,Tadham Moor,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.8,NA,0.6,NA,NA,NA,NA,NA,0.2,0,0,0,0,0,0,0,0,0.1
215,90,1,2009,2,Moorlinch,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,NA,0.15,NA,0.44,28,79.5,7.67,0,0,0.05,0,0,0,0,0,0,0
216,90,1,2009,2,Moorlinch,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,NA,0.15,NA,NA,NA,NA,NA,0,0,0.7,0.05,0,0,0,0,0,0.05
217,90,1,2009,2,Moorlinch,Tier3,3,1,0,1,0,0,0,0,0,0,0,1,rough pasture,2,NA,0.15,NA,0.39,28.4,76.2,6.95,0,0,0.3,0,0,0,0,0,0,0
218,90,1,2009,2,Moorlinch,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2,NA,0.15,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
219,90,1,2009,2,Moorlinch,Tier3,5,0,0,0,0,0,0,0,0,0,0,4,rough pasture,2,NA,0.25,NA,0.39,29,74.3,7.94,0,0,0,0,0,0,0,0,0,0
220,90,1,2009,2,Moorlinch,Tier3,6,0,0,0,0,0,0,0,0,0,0,4,rough pasture,2,NA,0.25,NA,NA,NA,NA,NA,0.2,0,0,0.05,0,0,0,0,0,0
221,90,2,2009,2,Moorlinch,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,pasture,3,NA,0.35,NA,0.31,24.99,91.1,6.8,0,0,0.1,0,0,0,0,0,0,0.05
222,90,2,2009,2,Moorlinch,Tier3,2,1,0,1,0,0,0,0,0,0,0,1,pasture,3,NA,0.35,NA,NA,26,NA,7.5,0.05,0,0.1,0,0,0,0,0,0,0.05
223,90,2,2009,2,Moorlinch,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,pasture,3,NA,0.35,NA,0.32,26.1,74.6,7.5,0.1,0,0.1,0,0,0,0,0,0,0.05
224,90,2,2009,2,Moorlinch,Tier3,4,2,0,2,0,0,0,0,0,0,0,1,pasture,3,NA,0.35,NA,NA,25,NA,7,0.05,0,0.1,0,0,0,0,0,0,0.05
225,90,2,2009,2,Moorlinch,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,pasture,3,NA,0.35,NA,0.32,26,82.6,7.6,0.05,0,0.2,0,0,0,0,0,0,0.05
226,90,2,2009,2,Moorlinch,Tier3,6,1,0,1,0,0,0,0,0,0,0,1,pasture,3,NA,0.35,NA,NA,NA,NA,NA,0.05,0,0.2,0.05,0,0,0,0,0.1,0.05
227,90,3,2009,2,Moorlinch,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,3.5,NA,0.25,NA,0.38,28.5,76.2,8.4,0.05,0,0,0,0,0,0,0,0,0
228,90,3,2009,2,Moorlinch,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,3.5,NA,0.25,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
229,90,3,2009,2,Moorlinch,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,3.5,NA,0.25,NA,0.38,28.8,74.6,8.1,0,0,0,0,0,0,0,0,0,0
230,90,3,2009,2,Moorlinch,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,3.5,NA,0.25,NA,NA,NA,NA,NA,0.05,0,0,0,0,0,0,0,0,0
231,90,3,2009,2,Moorlinch,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,3.5,NA,0.25,NA,0.37,27.4,81.2,8.6,0,0,0,0,0,0,0,0,0,0
232,90,3,2009,2,Moorlinch,Tier3,6,1,0,1,0,0,0,0,0,0,0,1,rough pasture,3.5,NA,0.25,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
233,90,4,2009,2,Moorlinch,Tier3,1,0,0,0,0,0,0,0,0,0,0,4,rough pasture,2.1,NA,0.5,NA,0.4,23,101.4,6.8,0,0,0.1,0.2,0,0,0,0,0,0.05
234,90,4,2009,2,Moorlinch,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.1,NA,0.25,NA,NA,NA,NA,NA,0,0,0.05,0.1,0,0,0.05,0,0,0.05
235,90,4,2009,2,Moorlinch,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.1,NA,0.25,NA,0.4,24.4,95.7,6.4,0,0,0.05,0.1,0,0,0,0,0,0.05
236,90,4,2009,2,Moorlinch,Tier3,4,0,0,0,0,0,0,0,0,0,0,4,rough pasture,2.1,NA,0.5,NA,NA,NA,NA,NA,0,0,0.1,0.05,0,0,0,0,0,0.05
237,90,4,2009,2,Moorlinch,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.1,NA,0.25,NA,0.4,23.7,97.1,6.9,0,0,0.05,0.05,0,0,0.05,0,0,0.05
238,90,4,2009,2,Moorlinch,Tier3,6,0,0,0,0,0,0,0,0,0,0,4,rough pasture,2.1,NA,0.5,NA,NA,NA,NA,NA,0,0,0.2,0.1,0,0,0,0,0,0.3
239,91,1,2009,2,King Sedgemoor,Tier3,1,149,0,0,0,149,0,0,0,0,0,2,rough pasture,1.2,NA,0.8,NA,0.67,17.5,137.4,6.02,0.05,0,0.95,0,0,0,0,0,0,0
240,91,1,2009,2,King Sedgemoor,Tier3,2,32,0,0,0,32,0,0,0,0,0,2,rough pasture,1.2,NA,0.8,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
241,91,1,2009,2,King Sedgemoor,Tier3,3,84,0,0,0,84,0,0,0,0,0,2,rough pasture,1.2,NA,0.8,NA,0.67,17.62,136.6,5.97,0,0,1,0,0,0,0,0,0,0
242,91,1,2009,2,King Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,2,rough pasture,1.2,NA,0.8,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
243,91,1,2009,2,King Sedgemoor,Tier3,5,1,0,0,0,1,0,0,0,0,0,3,rough pasture,1.2,NA,0.5,NA,0.67,17.7,135.7,6,0,0,1,0,0,0,0,0,0,0
244,91,1,2009,2,King Sedgemoor,Tier3,6,8,0,0,0,5,0,0,0,0,0,3,rough pasture,1.2,NA,0.5,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
245,91,2,2009,2,King Sedgemoor,Tier3,1,1,0,1,0,0,0,0,0,0,0,1,rough pasture,2.3,NA,0.2,NA,0.63,23.5,98.7,6.5,0,0,0.2,0.05,0,0,0,0,0,0
246,91,2,2009,2,King Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.3,NA,0.2,NA,NA,NA,NA,NA,0,0,0.05,0.05,0,0,0,0,0,0
247,91,2,2009,2,King Sedgemoor,Tier3,3,2,0,2,0,0,0,0,0,0,0,1,rough pasture,2.3,NA,0.2,NA,0.63,22.1,106.3,6.6,0,0,0.05,0.05,0,0,0,0,0,0
248,91,2,2009,2,King Sedgemoor,Tier3,4,3,0,3,0,0,0,0,0,0,0,1,rough pasture,2.3,NA,0.2,NA,NA,NA,NA,NA,0,0,0.05,0.05,0,0,0,0,0.05,0
249,91,2,2009,2,King Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.3,NA,0.2,NA,0.66,22.7,102.6,6,0,0,0.2,0.05,0,0,0,0,0.05,0
250,91,2,2009,2,King Sedgemoor,Tier3,6,1,0,1,0,0,0,0,0,0,0,1,rough pasture,2.3,NA,0.2,NA,NA,NA,NA,NA,0,0,0.1,0,0,0,0,0,0.05,0
251,91,3,2009,2,King Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,4,rough pasture,2.1,NA,0.8,NA,0.56,20.2,118.1,5.75,0.05,0,0.95,0,0,0,0,0,0,0
252,91,3,2009,2,King Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,4,rough pasture,2.1,NA,0.8,NA,NA,NA,NA,NA,0.1,0,0.9,0,0,0,0,0,0,0
253,91,3,2009,2,King Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,4,rough pasture,2.1,NA,0.8,NA,0.53,20.1,118.2,5.74,0.05,0,0.95,0,0,0,0,0,0,0
254,91,3,2009,2,King Sedgemoor,Tier3,4,3,0,3,0,0,0,0,0,0,0,4,rough pasture,2.1,NA,0.8,NA,NA,NA,NA,NA,0.05,0,0.9,0,0,0,0.05,0,0,0
255,91,3,2009,2,King Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,4,rough pasture,2.1,NA,0.8,NA,0.53,20.44,116.4,5.71,0.2,0,0.5,0,0,0,0.3,0,0,0
256,91,3,2009,2,King Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,4,rough pasture,2.1,NA,0.8,NA,NA,NA,NA,NA,0.05,0,0.95,0,0,0,0,0,0,0
257,91,4,2009,2,King Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,4,rough pasture,5,NA,0.5,NA,0.8,21.6,109.4,6,0.05,0,0,0.05,0.05,0,0,0.1,0,0
258,91,4,2009,2,King Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,4,rough pasture,5,NA,0.5,NA,NA,NA,NA,NA,0.05,0,0,0,0.3,0,0,0,0,0.1
259,91,4,2009,2,King Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,4,rough pasture,5,NA,0.5,NA,0.8,21.6,109.2,6,0.05,0,0,0,0.3,0,0,0,0,0.1
260,91,4,2009,2,King Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,4,rough pasture,5,NA,0.5,NA,NA,NA,NA,NA,0.05,0,0,0,0.3,0,0,0,0,0.1
261,91,4,2009,2,King Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,4,rough pasture,5,NA,0.5,NA,0.8,21.3,110.9,6,0.1,0,0.05,0,0.1,0,0,0,0,0
262,91,4,2009,2,King Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,4,rough pasture,5,NA,0.5,NA,NA,NA,NA,NA,0.2,0,0,0,0.1,0,0,0,0,0
263,92,1,2009,2,Catcott,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4.8,NA,0.1,NA,NA,26,NA,7,0,0,0.2,0.05,0,0,0,0,0,0
264,92,1,2009,2,Catcott,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4.8,NA,0.1,NA,NA,NA,NA,NA,0.05,0,0.05,0,0,0,0,0,0,0
265,92,1,2009,2,Catcott,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4.8,NA,0.1,NA,NA,25,NA,7.5,0.05,0,0.05,0,0,0,0,0,0,0
266,92,1,2009,2,Catcott,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4.8,NA,0.1,NA,NA,NA,NA,NA,0,0,0.05,0,0,0,0,0,0,0
267,92,1,2009,2,Catcott,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4.8,NA,0.1,NA,NA,25,NA,7.5,0.05,0,0,0.05,0,0,0.05,0,0,0
