Interlink_larva_dippin_with_metadata,SORT,Dip-specific_predator_data,Detailled_pics,Detailled_veg_data,Shade_assessed_in_situ?,Data_entered_by/comment,WHO_assessed_vegetation,CrossRef,Site,plot,Plot_ID,Year,Season,Location,Dip_point,Eastings,Northings,Water_tier_management,Date,No_of_dips,Rhyne_dry,Totals_N_larvae,Totals_NOT_Ided,Totals_N_An_maculipennis,Totals_N_An_claviger,Totals_N_Cx_pipiens,Totals_N_Cs_annulata,Totals_N_Cs_morsitans,Totals_N_Oc_annulipes_cantans,Totals_N_Oc_caspius,A_round_dip_location,A_round_Nlarvae,A_round_NOT_Ided,A_round_An_maculipennis,A_round_An_claviger,A_round_Cx_pipiens,A_round_Cs_annulata,A_round_Cs_morsitans,A_round_Oc_annulipes_cantans,A_round_Oc_caspius,B_round_dip_location,B_round_Nlarvae,B_round_NOT_Ided,B_round_An_maculipennis,B_round_An_claviger,B_round_Cx_pipiens,B_round_Cs_annulata,B_round_Cs_morsitans,B_round_Oc_annulipes_cantans,B_round_Oc_caspius,C_round_dip_location,C_round_Nlarvae,C_round_NOT_Ided,C_round_An_maculipennis,C_round_An_claviger,C_round_Cx_pipiens,C_round_Cs_annulata,C_round_Cs_morsitans,C_round_Oc_annulipes_cantans,C_round_Oc_caspius
69006,1742,,,,,,,690,85,1,8501,2009,2,Aller Moor,6,,,1,40000,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
69101,1743,,,,,,,691,85,2,8502,2009,2,Aller Moor,1,,,1,40000,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
69102,1744,,,,,,,691,85,2,8502,2009,2,Aller Moor,2,,,1,40000,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
69103,1745,,,,,,,691,85,2,8502,2009,2,Aller Moor,3,,,1,40000,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
69104,1746,,,,,,,691,85,2,8502,2009,2,Aller Moor,4,,,1,40000,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
69105,1747,,,,,,,691,85,2,8502,2009,2,Aller Moor,5,,,1,40000,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
69106,1748,,,,,,,691,85,2,8502,2009,2,Aller Moor,6,,,1,40000,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
69201,1749,,,,,,,692,85,3,8503,2009,2,Aller Moor,1,,,1,40000,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
69202,1750,,,,,,,692,85,3,8503,2009,2,Aller Moor,2,,,1,40000,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
69203,1751,,,,,,,692,85,3,8503,2009,2,Aller Moor,3,,,1,40000,3,0,3,0,3,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,3,0,3,0,0,0,0,0,0
69204,1752,,,,,,,692,85,3,8503,2009,2,Aller Moor,4,,,1,40000,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
69205,1753,,,,,,,692,85,3,8503,2009,2,Aller Moor,5,,,1,40000,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
69206,1754,,,,,,,692,85,3,8503,2009,2,Aller Moor,6,,,1,40000,3,0,1,0,1,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,1,0,1,0,0,0,0,0,0
69301,1755,,,,,,,693,85,4,8504,2009,2,Aller Moor,1,,,1,40000,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
69302,1756,,,,,,,693,85,4,8504,2009,2,Aller Moor,2,,,1,40000,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
69303,1757,,,,,,,693,85,4,8504,2009,2,Aller Moor,3,,,1,40000,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
69304,1758,,,,,,,693,85,4,8504,2009,2,Aller Moor,4,,,1,40000,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
69305,1759,,,,,,,693,85,4,8504,2009,2,Aller Moor,5,,,1,40000,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
69306,1760,,,,,,,693,85,4,8504,2009,2,Aller Moor,6,,,1,40000,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
69401,1761,,,,,,,694,86,1,8601,2009,2,Southlake Moor,1,,,3,40000,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
69402,1762,,,,,,,694,86,1,8601,2009,2,Southlake Moor,2,,,3,40000,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
69403,1763,,,,,,,694,86,1,8601,2009,2,Southlake Moor,3,,,3,40000,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
69404,1764,,,,,,,694,86,1,8601,2009,2,Southlake Moor,4,,,3,40000,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
69405,1765,,,,,,,694,86,1,8601,2009,2,Southlake Moor,5,,,3,40000,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
69406,1766,,,,,,,694,86,1,8601,2009,2,Southlake Moor,6,,,3,40000,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
69501,1767,,,,,,,695,86,2,8602,2009,2,Southlake Moor,1,,,3,40000,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
69502,1768,,,,,,,695,86,2,8602,2009,2,Southlake Moor,2,,,3,40000,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
69503,1769,,,,,,,695,86,2,8602,2009,2,Southlake Moor,3,,,3,40000,3,0,9,0,0,0,9,0,0,0,0,D,4,0,0,0,4,0,0,0,0,D,3,0,0,0,3,0,0,0,0,D,2,0,0,0,2,0,0,0,0
69504,1770,,,,,,,695,86,2,8602,2009,2,Southlake Moor,4,,,3,40000,3,0,3,0,0,0,1,2,0,0,0,C,3,0,0,0,1,2,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
69505,1771,,,,,,,695,86,2,8602,2009,2,Southlake Moor,5,,,3,40000,3,0,1,0,0,0,1,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,1,0,0,0,1,0,0,0,0
69506,1772,,,,,,,695,86,2,8602,2009,2,Southlake Moor,6,,,3,40000,3,0,117,0,0,0,116,1,0,0,0,P,11,0,0,0,11,0,0,0,0,P,68,0,0,0,67,1,0,0,0,P,38,0,0,0,38,0,0,0,0
69601,1773,,,,,,,696,86,3,8603,2009,2,Southlake Moor,1,,,3,40000,3,0,51,0,0,0,47,4,0,0,0,C,1,0,0,0,0,1,0,0,0,D,48,0,0,0,46,2,0,0,0,P,2,0,0,0,1,1,0,0,0
69602,1774,,,,,,,696,86,3,8603,2009,2,Southlake Moor,2,,,3,40000,3,0,33,0,0,1,16,16,0,0,0,P,10,0,0,0,5,5,0,0,0,P,14,0,0,0,10,4,0,0,0,C,9,0,0,1,1,7,0,0,0
69603,1775,,,,,,,696,86,3,8603,2009,2,Southlake Moor,3,,,3,40000,3,0,5,0,0,0,2,3,0,0,0,D,2,0,0,0,0,2,0,0,0,C,3,0,0,0,2,1,0,0,0,D,0,0,0,0,0,0,0,0,0
69604,1776,,,,,,,696,86,3,8603,2009,2,Southlake Moor,4,,,3,40000,3,0,8,0,0,0,7,1,0,0,0,D,6,0,0,0,6,0,0,0,0,D,1,0,0,0,0,1,0,0,0,C,1,0,0,0,1,0,0,0,0
69605,1777,,,,,,,696,86,3,8603,2009,2,Southlake Moor,5,,,3,40000,3,0,9,0,0,0,4,5,0,0,0,P,9,0,0,0,4,5,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
69606,1778,,,,,,,696,86,3,8603,2009,2,Southlake Moor,6,,,3,40000,3,0,20,0,0,0,14,6,0,0,0,P,3,0,0,0,0,3,0,0,0,P,15,0,0,0,14,1,0,0,0,P,2,0,0,0,0,2,0,0,0
69701,1779,,,,,,,697,86,4,8604,2009,2,Southlake Moor,1,,,3,40001,3,0,17,0,0,8,0,9,0,0,0,P,2,0,0,1,0,1,0,0,0,P,8,0,0,3,0,5,0,0,0,C,7,0,0,4,0,3,0,0,0
69702,1780,,,,,,,697,86,4,8604,2009,2,Southlake Moor,2,,,3,40001,3,0,14,0,0,4,0,10,0,0,0,C,6,0,0,2,0,4,0,0,0,P,1,0,0,0,0,1,0,0,0,C,7,0,0,2,0,5,0,0,0
69703,1781,,,,,,,697,86,4,8604,2009,2,Southlake Moor,3,,,3,40001,3,0,7,0,0,1,0,6,0,0,0,P,3,0,0,0,0,3,0,0,0,P,4,0,0,1,0,3,0,0,0,P,0,0,0,0,0,0,0,0,0
69704,1782,,,,,,,697,86,4,8604,2009,2,Southlake Moor,4,,,3,40001,3,0,19,0,0,3,3,13,0,0,0,C,2,0,0,0,0,2,0,0,0,C,1,0,0,1,0,0,0,0,0,P,16,0,0,2,3,11,0,0,0
69705,1783,,,,,,,697,86,4,8604,2009,2,Southlake Moor,5,,,3,40001,3,0,3,0,0,0,0,3,0,0,0,P,2,0,0,0,0,2,0,0,0,P,1,0,0,0,0,1,0,0,0,P,0,0,0,0,0,0,0,0,0
69706,1784,,,,,,,697,86,4,8604,2009,2,Southlake Moor,6,,,3,40001,3,0,13,0,0,1,0,12,0,0,0,C,9,..1),0,0,0,9,0,0,0,P,1,0,0,1,0,0,0,0,0,P,3,0,0,0,0,3,0,0,0
69801,1785,,,,,,,698,87,1,8701,2009,2,East & West Waste,1,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
69802,1786,,,,,,,698,87,1,8701,2009,2,East & West Waste,2,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
69803,1787,,,,,,,698,87,1,8701,2009,2,East & West Waste,3,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
69804,1788,,,,,,,698,87,1,8701,2009,2,East & West Waste,4,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
69805,1789,,,,,,,698,87,1,8701,2009,2,East & West Waste,5,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
69806,1790,,,,,,,698,87,1,8701,2009,2,East & West Waste,6,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
69901,1791,,,,,,,699,87,2,8702,2009,2,East & West Waste,1,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
69902,1792,,,,,,,699,87,2,8702,2009,2,East & West Waste,2,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
69903,1793,,,,,,,699,87,2,8702,2009,2,East & West Waste,3,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
69904,1794,,,,,,,699,87,2,8702,2009,2,East & West Waste,4,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
69905,1795,,,,,,,699,87,2,8702,2009,2,East & West Waste,5,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
69906,1796,,,,,,,699,87,2,8702,2009,2,East & West Waste,6,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
70001,1797,,,,,,,700,87,3,8703,2009,2,East & West Waste,1,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70002,1798,,,,,,,700,87,3,8703,2009,2,East & West Waste,2,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70003,1799,,,,,,,700,87,3,8703,2009,2,East & West Waste,3,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
70004,1800,,,,,,,700,87,3,8703,2009,2,East & West Waste,4,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
70005,1801,,,,,,,700,87,3,8703,2009,2,East & West Waste,5,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70006,1802,,,,,,,700,87,3,8703,2009,2,East & West Waste,6,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
70101,1803,,,,,,,701,87,4,8704,2009,2,East & West Waste,1,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
70102,1804,,,,,,,701,87,4,8704,2009,2,East & West Waste,2,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70103,1805,,,,,,,701,87,4,8704,2009,2,East & West Waste,3,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70104,1806,,,,,,,701,87,4,8704,2009,2,East & West Waste,4,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
70105,1807,,,,,,,701,87,4,8704,2009,2,East & West Waste,5,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
70106,1808,,,,,,,701,87,4,8704,2009,2,East & West Waste,6,,,3,39993,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70201,1809,,,,,,,702,88,1,8801,2009,2,Cheddar Moor Drove,1,,,1,39994,3,0,7,0,0,0,3,4,0,0,0,D,5,0,0,0,3,2,0,0,0,C,1,0,0,0,0,1,0,0,0,P,1,0,0,0,0,1,0,0,0
70202,1810,,,,,,,702,88,1,8801,2009,2,Cheddar Moor Drove,2,,,1,39994,3,0,13,5,0,0,3,5,0,0,0,P,3,3,0,0,0,0,0,0,0,D,8,0,0,0,3,5,0,0,0,P,2,2,0,0,0,0,0,0,0
70203,1811,,,,,,,702,88,1,8801,2009,2,Cheddar Moor Drove,3,,,1,39994,3,0,1,0,0,0,1,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,1,0,0,0,1,0,0,0,0
70204,1812,,,,,,,702,88,1,8801,2009,2,Cheddar Moor Drove,4,,,1,39994,3,0,25,0,0,0,3,22,0,0,0,C,21,0,0,0,0,21,0,0,0,P,4,0,0,0,3,1,0,0,0,P,0,0,0,0,0,0,0,0,0
70205,1813,,,,,,,702,88,1,8801,2009,2,Cheddar Moor Drove,5,,,1,39994,3,0,2,2,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,2,2,0,0,0,0,0,0,0
70206,1814,,,,,,,702,88,1,8801,2009,2,Cheddar Moor Drove,6,,,1,39994,3,0,3,0,0,0,0,3,0,0,0,D,3,0,0,0,0,3,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
70301,1815,,,,,,,703,88,2,8802,2009,2,Cheddar Moor Drove,1,,,1,39994,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70302,1816,,,,,,,703,88,2,8802,2009,2,Cheddar Moor Drove,2,,,1,39994,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70303,1817,,,,,,,703,88,2,8802,2009,2,Cheddar Moor Drove,3,,,1,39994,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70304,1818,,,,,,,703,88,2,8802,2009,2,Cheddar Moor Drove,4,,,1,39994,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
70305,1819,,,,,,,703,88,2,8802,2009,2,Cheddar Moor Drove,5,,,1,39994,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
70306,1820,,,,,,,703,88,2,8802,2009,2,Cheddar Moor Drove,6,,,1,39994,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
70401,1821,,,,,,,704,88,3,8803,2009,2,Cheddar Moor Drove,1,,,1,39994,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70402,1822,,,,,,,704,88,3,8803,2009,2,Cheddar Moor Drove,2,,,1,39994,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
70403,1823,,,,,,,704,88,3,8803,2009,2,Cheddar Moor Drove,3,,,1,39994,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
70404,1824,,,,,,,704,88,3,8803,2009,2,Cheddar Moor Drove,4,,,1,39994,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
70405,1825,,,,,,,704,88,3,8803,2009,2,Cheddar Moor Drove,5,,,1,39994,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
70406,1826,,,,,,,704,88,3,8803,2009,2,Cheddar Moor Drove,6,,,1,39994,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
70501,1827,,,,,,,705,88,4,8804,2009,2,Cheddar Moor Drove,1,,,1,39994,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
70502,1828,,,,,,,705,88,4,8804,2009,2,Cheddar Moor Drove,2,,,1,39994,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
70503,1829,,,,,,,705,88,4,8804,2009,2,Cheddar Moor Drove,3,,,1,39994,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
70504,1830,,,,,,,705,88,4,8804,2009,2,Cheddar Moor Drove,4,,,1,39994,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
70505,1831,,,,,,,705,88,4,8804,2009,2,Cheddar Moor Drove,5,,,1,39994,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70506,1832,,,,,,,705,88,4,8804,2009,2,Cheddar Moor Drove,6,,,1,39994,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
70601,1833,,,,,,,706,89,1,8901,2009,2,Tadham Moor,1,,,3,39994,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70602,1834,,,,,,,706,89,1,8901,2009,2,Tadham Moor,2,,,3,39994,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70603,1835,,,,,,,706,89,1,8901,2009,2,Tadham Moor,3,,,3,39994,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
70604,1836,,,,,,,706,89,1,8901,2009,2,Tadham Moor,4,,,3,39994,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70605,1837,,,,,,,706,89,1,8901,2009,2,Tadham Moor,5,,,3,39994,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70606,1838,,,,,,,706,89,1,8901,2009,2,Tadham Moor,6,,,3,39994,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70701,1839,,,,,,,707,89,2,8902,2009,2,Tadham Moor,1,,,3,39994,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
70702,1840,,,,,,,707,89,2,8902,2009,2,Tadham Moor,2,,,3,39994,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70703,1841,,,,,,,707,89,2,8902,2009,2,Tadham Moor,3,,,3,39994,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70704,1842,,,,,,,707,89,2,8902,2009,2,Tadham Moor,4,,,3,39994,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
70705,1843,,,,,,,707,89,2,8902,2009,2,Tadham Moor,5,,,3,39994,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
70706,1844,,,,,,,707,89,2,8902,2009,2,Tadham Moor,6,,,3,39994,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70801,1845,,,,,,,708,89,3,8903,2009,2,Tadham Moor,1,,,3,39994,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70802,1846,,,,,,,708,89,3,8903,2009,2,Tadham Moor,2,,,3,39994,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
70803,1847,,,,,,,708,89,3,8903,2009,2,Tadham Moor,3,,,3,39994,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
