Interlink_larva_dippin_with_metadata,1,Dip-specific_predator_data,Detailled_pics,Detailled_veg_data,Shade_assessed_in_situ?,Data_entered_by/comment,WHO_assessed_vegetation,Cross_Ref,Site,Plot,Plot_ID,Year,Season,Location,Dip_point,NEW_averaged_GPS_readings_ST,NEW_averaged_GPS_readings_Eastings,NEW_averaged_GPS_readings_Northings,Eastings_recordings_from_field_data_sheet,Northings_recordings_from_field_data_sheet,Water_tier_management,Sample_date,Sampling_time,Operator,"Weather (1=sunny, 2=sunny spells, 3=overcast, 4=rain)",Wind_speed,Wind_direction,Air_temperature_[°C],Minimum_air_t_[°C],Maximum_air_t_[°C],"Landcover - rough pasture, rough pasture, reed bed, wet woodland",Buttercup,Grass,Clover,Carex,Juncus,Marsh_marigold,Meadow_sweet,Nettles,Thistle,Water_mint,Dandelion,Birch,Alder,Dog_rose,Hawthorn,Oak,Sallow,Willow,Ladie's_frock,Cows_visible,Sheep_visible,Other_life_stock_visible,Rhyne_cleared,Rhyne_Dry,Dry_ever_(in_that_year),Dry_ever_(all_years),water_body,Average_width_[m],Approx._length_[m]__,Approx._size_[m2],Waterboard_(water_level_below_land)_[m],Distance_dip1_to_rhyne_end_[m],Rhyne_direction_[degrees],Flow_speed_[m/s],Water_temperature_[?C],Turbidity,Salinity,Dissolved_oxygen,pH_probe,pH_-_new_pH_probe,av.depth_proximal_edge_[cm],av.depth_centre_[cm],"av.depth_[cm,_three_measurements,_not_carried_out_beyond_2009]","Exposure_-_1=_sun,_3_=_shade,_2_=_partial_shade,_4_=_open_but_emergent_vegetation_within_rhyne,_5_=_open_but_shaded_by_very_high_bank_or_dense_overhanging_bank_vegetation",Percentage_water_shaded,Fish,Water_boatman,WBL_Water_beetle_larva,Water_beetle,Damselfly_larva,Dragonfly_larva,Phantom_midge,Backswimmer,Saucer_bug,Water_scorpion,Water_spider,Newt,Tadpole,Frog,Flatworm,Gammarus
68101,44,no,no,adjusted ,no,"% cover values in some cases exceeded 100% and were not yet split into ""proximal"", ""central"", ""distal"". Steffi adjusted values.  ",BP,681,82,4,8204,2009,2,South Moor,1,ST,49458,37392,49457,37391,1,39994,0.6875,BP SS,2,3 to 4,SE,29,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1,175,nr,0.7,200,10,0,20,0.69,0.53,142,6.29,NA,10,10,10,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68102,45,no,no,adjusted ,no,"% cover values in some cases exceeded 100% and were not yet split into ""proximal"", ""central"", ""distal"". Steffi adjusted values.  ",BP,681,82,4,8204,2009,2,South Moor,2,ST,49459,37392,49458,37392,1,39994,0.6875,BP SS,2,3 to 4,SE,29,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1,175,nr,0.7,200,10,0,24,0.678,0.53,141.9,6.13,NA,10,10,10,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68103,46,no,no,adjusted ,no,"% cover values in some cases exceeded 100% and were not yet split into ""proximal"", ""central"", ""distal"". Steffi adjusted values.  ",BP,681,82,4,8204,2009,2,South Moor,3,ST,49462,37399,49461,37400,1,39994,0.6875,BP SS,2,3 to 4,SE,29,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1,175,nr,0.7,200,10,0,25,0.658,0.5,130.3,6.3,NA,10,10,10,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68104,47,no,no,adjusted ,no,"% cover values in some cases exceeded 100% and were not yet split into ""proximal"", ""central"", ""distal"". Steffi adjusted values.  ",BP,681,82,4,8204,2009,2,South Moor,4,ST,49462,37400,NA,NA,1,39994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n/a,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68105,48,no,no,adjusted ,no,"% cover values in some cases exceeded 100% and were not yet split into ""proximal"", ""central"", ""distal"". Steffi adjusted values.  ",BP,681,82,4,8204,2009,2,South Moor,5,ST,49461,37402,NA,NA,1,39994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n/a,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68106,49,no,no,adjusted ,no,"% cover values in some cases exceeded 100% and were not yet split into ""proximal"", ""central"", ""distal"". Steffi adjusted values.  ",BP,681,82,4,8204,2009,2,South Moor,6,ST,49464,37407,NA,NA,1,39994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n/a,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68201,50,no,no,1,no,SMS,SMS,682,83,1,8301,2009,2,Common Moor,1,ST,50044,40788,50044,40788,1,39994,0.486111111,BP SS,2,2,E,31,18,31,pasture,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,rhyne,3,1.65,nr,0.55,15E 150W,280,0,17.57,0.508,0.38,136.8,6.5,NA,25,50,35,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68202,51,no,no,1,no,SMS,SMS,682,83,1,8301,2009,2,Common Moor,2,ST,50043,40789,50043,40789,1,39994,0.486111111,BP SS,2,2,E,31,18,31,pasture,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,rhyne,3,1.65,nr,0.55,15E 150W,280,0,NA,NA,NA,NA,NA,NA,nr,nr,nr,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68203,52,no,no,1,no,SMS,SMS,682,83,1,8301,2009,2,Common Moor,3,ST,50035,40790,50034,40790,1,39994,0.486111111,BP SS,2,2,E,31,18,31,pasture,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,rhyne,3,1.65,nr,0.55,15E 150W,280,0,19.3,0.313,0.23,124.1,6.6,NA,20,60,35,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68204,53,no,no,1,no,SMS,SMS,682,83,1,8301,2009,2,Common Moor,4,ST,50034,40790,50033,40790,1,39994,0.486111111,BP SS,2,2,E,31,18,31,pasture,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,rhyne,3,1.65,nr,0.55,15E 150W,280,0,NA,NA,NA,NA,NA,NA,nr,nr,nr,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68205,54,no,no,1,no,SMS,SMS,682,83,1,8301,2009,2,Common Moor,5,ST,50028,40793,50027,40793,1,39994,0.486111111,BP SS,2,2,E,31,18,31,pasture,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,rhyne,3,1.65,nr,0.55,15E 150W,280,0,17.23,0.486,0.37,139.4,6.4,NA,nr,nr,nr,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68206,55,no,no,1,no,SMS,SMS,682,83,1,8301,2009,2,Common Moor,6,ST,50027,40792,50026,40792,1,39994,0.486111111,BP SS,2,2,E,31,18,31,pasture,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,rhyne,3,1.65,nr,0.55,15E 150W,280,0,NA,NA,NA,NA,NA,NA,nr,nr,nr,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68301,56,no,no,1,no,SMS,SMS,683,83,2,8302,2009,2,Common Moor,1,ST,50035,40638,50035,40638,1,31/06/2009,0.645833333,BP SS,2,nr,nr,32,nr,nr,pasture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,rhyne,1.95,nr,nr,0.7,120,280,0,22,0.475,0.36,137.5,6.17,NA,10,40,40,2,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68302,57,no,no,1,no,SMS,SMS,683,83,2,8302,2009,2,Common Moor,2,ST,50029,40640,50029,40640,1,31/06/2009,0.645833333,BP SS,2,nr,nr,32,nr,nr,pasture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,rhyne,1.95,nr,nr,0.7,120,280,0,NA,NA,NA,NA,NA,NA,nr,nr,nr,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68303,58,no,no,1,no,SMS,SMS,683,83,2,8302,2009,2,Common Moor,3,ST,50023,40642,50022,40642,1,31/06/2009,0.645833333,BP SS,2,nr,nr,32,nr,nr,pasture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,rhyne,1.95,nr,nr,0.7,120,280,0,24,0.46,0.35,135.1,6.15,NA,30,50,35,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68304,59,no,no,1,no,SMS,SMS,683,83,2,8302,2009,2,Common Moor,4,ST,50019,40642,50019,40642,1,31/06/2009,0.645833333,BP SS,2,nr,nr,32,nr,nr,pasture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,rhyne,1.95,nr,nr,0.7,120,280,0,NA,NA,NA,NA,NA,NA,nr,nr,nr,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68305,60,no,no,1,no,SMS,SMS,683,83,2,8302,2009,2,Common Moor,5,ST,50015,40643,50014,40643,1,31/06/2009,0.645833333,BP SS,2,nr,nr,32,nr,nr,pasture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,rhyne,1.95,nr,nr,0.7,120,280,0,26,0.394,0.29,126.2,6.84,NA,nr,nr,30,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68306,61,no,no,1,no,SMS,SMS,683,83,2,8302,2009,2,Common Moor,6,ST,50011,40645,50010,40645,1,31/06/2009,0.645833333,BP SS,2,nr,nr,32,nr,nr,pasture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,rhyne,1.95,nr,nr,0.7,120,280,0,NA,NA,NA,NA,NA,NA,nr,nr,nr,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68401,62,no,no,1,no,SMS,SMS,684,83,3,8303,2009,2,Common Moor,1,ST,49833,40845,49833,40846,1,39995,0.708333333,BP SS,2,0 to 1,nr,30,nr,nr,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,rhyne,2,175,nr,0.7,50,260,0,19.43,0.378,0.28,123,6.75,NA,15,50,45,1,5,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0
68402,63,no,no,1,no,SMS,SMS,684,83,3,8303,2009,2,Common Moor,2,ST,49829,40846,49829,40846,1,39995,0.708333333,BP SS,2,0 to 1,nr,30,nr,nr,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,rhyne,2,175,nr,0.7,50,260,0,NA,NA,NA,NA,NA,NA,nr,nr,45,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68403,64,no,no,1,no,SMS,SMS,684,83,3,8303,2009,2,Common Moor,3,ST,49821,40846,49820,40846,1,39995,0.708333333,BP SS,2,0 to 1,nr,30,nr,nr,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,rhyne,2,175,nr,0.7,50,260,0,19.3,0.389,0.29,124.4,7.1,NA,10,50,45,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68404,65,no,no,1,no,SMS,SMS,684,83,3,8303,2009,2,Common Moor,4,ST,49822,40846,49822,40846,1,39995,0.708333333,BP SS,2,0 to 1,nr,30,nr,nr,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,rhyne,2,175,nr,0.7,50,260,0,NA,NA,NA,NA,NA,NA,nr,nr,45,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68405,66,no,no,1,no,SMS,SMS,684,83,3,8303,2009,2,Common Moor,5,ST,49816,40845,49816,40845,1,39995,0.708333333,BP SS,2,0 to 1,nr,30,nr,nr,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,rhyne,2,175,nr,0.7,50,260,0,20.03,0.378,0.28,119,7.07,NA,nr,nr,45,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68406,67,no,no,1,no,SMS,SMS,684,83,3,8303,2009,2,Common Moor,6,ST,49816,40844,49816,40844,1,39995,0.708333333,BP SS,2,0 to 1,nr,30,nr,nr,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,rhyne,2,175,nr,0.7,50,260,0,NA,NA,NA,NA,NA,NA,nr,nr,45,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68501,68,no,no,1,no,SMS,SMS,685,83,4,8304,2009,2,Common Moor,1,ST,49692,40779,49692,40779,1,39995,0.75,BP SS,2,2,ESE,27,nr,nr,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,rhyne,2.9,200,nr,0.7,40N 150S,10,0,19.16,0.449,0.34,125.1,7.09,NA,10,40,35,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
68502,69,no,no,1,no,SMS,SMS,685,83,4,8304,2009,2,Common Moor,2,ST,49693,40775,49693,40775,1,39995,0.75,BP SS,2,2,ESE,27,nr,nr,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,rhyne,2.9,200,nr,0.7,40N 150S,10,0,NA,NA,NA,NA,NA,NA,nr,nr,35,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68503,70,no,no,1,no,SMS,SMS,685,83,4,8304,2009,2,Common Moor,3,ST,49693,40771,49693,40771,1,39995,0.75,BP SS,2,2,ESE,27,nr,nr,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,rhyne,2.9,200,nr,0.7,40N 150S,10,0,19.07,0.506,0.38,125.6,7.09,NA,10,40,35,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68504,71,no,no,1,no,SMS,SMS,685,83,4,8304,2009,2,Common Moor,4,ST,49690,40763,49690,40763,1,39995,0.75,BP SS,2,2,ESE,27,nr,nr,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,rhyne,2.9,200,nr,0.7,40N 150S,10,0,NA,NA,NA,NA,NA,NA,nr,nr,35,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68505,72,no,no,1,no,SMS,SMS,685,83,4,8304,2009,2,Common Moor,5,ST,49691,40761,49691,40760,1,39995,0.75,BP SS,2,2,ESE,27,nr,nr,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,rhyne,2.9,200,nr,0.7,40N 150S,10,0,18.52,0.507,0.38,129.5,7.17,NA,nr,nr,35,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68506,73,no,no,1,no,SMS,SMS,685,83,4,8304,2009,2,Common Moor,6,ST,49690,40760,49690,40760,1,39995,0.75,BP SS,2,2,ESE,27,nr,nr,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,rhyne,2.9,200,nr,0.7,40N 150S,10,0,NA,NA,NA,NA,NA,NA,nr,nr,35,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68601,74,no,no,adjusted ,no,SMS,BP,686,84,1,8401,2009,2,Walton Moor,1,ST,45827,34365,45827,34363,3,39995,0.416666667,BP SS,2,nr,nr,nr,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 (last year),0,0,0,rhyne,2.4,160,nr,0.7,nr,20,0,18,0.447,0.34,131.2,5.77,NA,5,50,50,1,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68602,75,no,no,adjusted ,no,SMS,BP,686,84,1,8401,2009,2,Walton Moor,2,ST,45826,34362,45826,34362,3,39995,0.416666667,BP SS,2,nr,nr,nr,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 (last year),0,0,0,rhyne,2.4,160,nr,0.7,nr,20,0,NA,NA,NA,NA,NA,NA,25,55,50,1,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68603,76,no,no,adjusted ,no,SMS,BP,686,84,1,8401,2009,2,Walton Moor,3,ST,45824,34364,45824,34363,3,39995,0.416666667,BP SS,2,nr,nr,nr,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 (last year),0,0,0,rhyne,2.4,160,nr,0.7,nr,20,0,18.45,0.449,0.34,129.4,6.02,NA,30,50,50,1,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68604,77,no,no,adjusted ,no,SMS,BP,686,84,1,8401,2009,2,Walton Moor,4,ST,45824,34357,45824,34357,3,39995,0.416666667,BP SS,2,nr,nr,nr,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 (last year),0,0,0,rhyne,2.4,160,nr,0.7,nr,20,0,NA,NA,NA,NA,NA,NA,15,45,50,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68605,78,no,no,adjusted ,no,SMS,BP,686,84,1,8401,2009,2,Walton Moor,5,ST,45821,34353,45821,34352,3,39995,0.416666667,BP SS,2,nr,nr,nr,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 (last year),0,0,0,rhyne,2.4,160,nr,0.7,nr,20,0,NA,NA,NA,NA,NA,NA,30,75,50,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68606,79,no,no,adjusted ,no,SMS,BP,686,84,1,8401,2009,2,Walton Moor,6,ST,45821,34350,45821,34350,3,39995,0.416666667,BP SS,2,nr,nr,nr,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 (last year),0,0,0,rhyne,2.4,160,nr,0.7,nr,20,0,20.95,0.402,0.3,113.9,6.72,NA,15,45,50,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68701,80,no,1,adjusted ,no,SMS,BP,687,84,2,8402,2009,2,Walton Moor,1,ST,45940,34305,45940,34305,3,39995,0.541666667,BP SS,2,nr,nr,nr,nr,nr,rough pasture,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,rhyne,1.1-1.7 undulating,100,nr,nr,<10,270,0,19.89,0.484,0.36,120.1,5.87,NA,18,33,nr,1,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68702,81,no,1,adjusted ,no,SMS,BP,687,84,2,8402,2009,2,Walton Moor,2,ST,45937,34307,45937,34307,3,39995,0.541666667,BP SS,2,nr,nr,nr,nr,nr,rough pasture,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,rhyne,1.1-1.7 undulating,100,nr,nr,<10,270,0,232.91,0.466,0.35,96.9,6.97,NA,14,38,nr,1,20,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
68703,82,no,1,adjusted ,no,SMS,BP,687,84,2,8402,2009,2,Walton Moor,3,ST,45930,34308,45930,34308,3,39995,0.541666667,BP SS,2,nr,nr,nr,nr,nr,rough pasture,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,rhyne,1.1-1.7 undulating,100,nr,nr,<10,270,0,21.5,0.493,0.37,110,7.15,NA,27,48,nr,1,20,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
68704,83,no,1,adjusted ,no,SMS,BP,687,84,2,8402,2009,2,Walton Moor,4,ST,45926,34308,45926,34308,3,39995,0.541666667,BP SS,2,nr,nr,nr,nr,nr,rough pasture,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,rhyne,1.1-1.7 undulating,100,nr,nr,<10,270,0,NA,NA,NA,NA,NA,NA,15,45,nr,1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68705,84,no,1,adjusted ,no,SMS,BP,687,84,2,8402,2009,2,Walton Moor,5,ST,45921,34310,45921,34310,3,39995,0.541666667,BP SS,2,nr,nr,nr,nr,nr,rough pasture,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,rhyne,1.1-1.7 undulating,100,nr,nr,<10,270,0,23.69,0.497,0.37,97.5,7.1,NA,15,43,nr,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68706,85,no,1,adjusted ,no,SMS,BP,687,84,2,8402,2009,2,Walton Moor,6,ST,45919,34311,45919,34311,3,39995,0.541666667,BP SS,2,nr,nr,nr,nr,nr,rough pasture,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,rhyne,1.1-1.7 undulating,100,nr,nr,<10,270,0,NA,NA,NA,NA,NA,NA,10,32,nr,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68801,86,1,1,adjusted ,no,SMS,BP,688,84,3,8403,2009,2,Walton Moor,1,ST,45957,34484,45957,34485,3,39996,0.638888889,BP SS,2,nr,nr,nr,nr,nr,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,rhyne,1.5,150,nr,nr,nr,300,nr,22.85,0.805,0.62,102.2,6.06,NA,15,25,0.4(p) 0.9-1.0(d),5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68802,87,1,1,adjusted ,no,SMS,BP,688,84,3,8403,2009,2,Walton Moor,2,ST,45956,34483,45956,34483,3,39996,0.638888889,BP SS,2,nr,nr,nr,nr,nr,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,rhyne,1.5,150,nr,nr,nr,300,nr,NA,NA,NA,NA,NA,NA,10,25,0.4(p) 0.9-1.0(d),5,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68803,88,1,1,adjusted ,no,SMS,BP,688,84,3,8403,2009,2,Walton Moor,3,ST,45959,34481,45959,34481,3,39996,0.638888889,BP SS,2,nr,nr,nr,nr,nr,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,rhyne,1.5,150,nr,nr,nr,300,nr,22.03,0.87,0.67,106.9,6.4,NA,10,20,0.4(p) 0.9-1.0(d),5,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68804,89,1,1,adjusted ,no,SMS,BP,688,84,3,8403,2009,2,Walton Moor,4,ST,45962,34480,45962,34480,3,39996,0.638888889,BP SS,2,nr,nr,nr,nr,nr,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,rhyne,1.5,150,nr,nr,nr,300,nr,NA,NA,NA,NA,NA,NA,10,20,0.4(p) 0.9-1.0(d),5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68805,90,1,1,adjusted ,no,SMS,BP,688,84,3,8403,2009,2,Walton Moor,5,ST,45965,34477,45965,34477,3,39996,0.638888889,BP SS,2,nr,nr,nr,nr,nr,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,rhyne,1.5,150,nr,nr,nr,300,nr,23.78,0.851,0.65,97,6.8,NA,10,25,0.4(p) 0.9-1.0(d),5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68806,91,1,1,adjusted ,no,SMS,BP,688,84,3,8403,2009,2,Walton Moor,6,ST,45968,34475,45968,34475,3,39996,0.638888889,BP SS,2,nr,nr,nr,nr,nr,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,rhyne,1.5,150,nr,nr,nr,300,nr,NA,NA,NA,NA,NA,NA,5,12,0.4(p) 0.9-1.0(d),5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68901,92,1,1,adjusted ,no,SMS,BP,689,84,4,8404,2009,2,Walton Moor,1,ST,45940,33914,45940,33914,3,39996,0.736111111,BP SS,3,2 to 3,W,28,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.3,500 (250 m to next brach-off),nr,0.55,15,270,0,25.29,0.768,0.59,89.5,7.64,NA,20,45,nr,1,20,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0
68902,93,1,1,adjusted ,no,SMS,BP,689,84,4,8404,2009,2,Walton Moor,2,ST,45940,33915,45939,33915,3,39996,0.736111111,BP SS,3,2 to 3,W,28,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.3,500 (250 m to next brach-off),nr,0.55,15,270,0,NA,NA,NA,NA,NA,NA,25,50,nr,1,20,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68903,94,1,1,adjusted ,no,SMS,BP,689,84,4,8404,2009,2,Walton Moor,3,ST,45936,33916,45936,33916,3,39996,0.736111111,BP SS,3,2 to 3,W,28,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.3,500 (250 m to next brach-off),nr,0.55,15,270,0,22.56,0.787,0.6,103.6,6.55,NA,30,60,nr,1,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68904,95,1,1,adjusted ,no,SMS,BP,689,84,4,8404,2009,2,Walton Moor,4,ST,45935,33916,45934,33916,3,39996,0.736111111,BP SS,3,2 to 3,W,28,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.3,500 (250 m to next brach-off),nr,0.55,15,270,0,NA,NA,NA,NA,NA,NA,20,65,nr,1,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
